dataid	knownlabel	readtype	predictedlabel	readcounts	testclass
FPRT11	Rhinovirus	MM	rc_discarded	10	Coronaviridae
FPRT11	Sars_cov_2	MM	rc_discarded	104	Coronaviridae
FPRT11	Human	EQUAL	Rhinovirus	0	Coronaviridae
FPRT11	Influenza	EQUAL	Rhinovirus	0	Coronaviridae
FPRT11	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT11	Rhinovirus	EQUAL	Rhinovirus	36232	Coronaviridae
FPRT11	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT11	Human	INDEL	Rhinovirus	0	Coronaviridae
FPRT11	Influenza	INDEL	Rhinovirus	0	Coronaviridae
FPRT11	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT11	Rhinovirus	INDEL	Rhinovirus	5	Coronaviridae
FPRT11	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT11	Human	MM	Rhinovirus	0	Coronaviridae
FPRT11	Influenza	MM	Rhinovirus	0	Coronaviridae
FPRT11	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT11	Rhinovirus	MM	Rhinovirus	10189	Coronaviridae
FPRT11	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT11	Human	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT11	Influenza	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT11	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT11	Rhinovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT11	Sars_cov_2	EQUAL	Sars_cov_2	64289	Coronaviridae
FPRT11	Human	INDEL	Sars_cov_2	0	Coronaviridae
FPRT11	Influenza	INDEL	Sars_cov_2	0	Coronaviridae
FPRT11	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT11	Rhinovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT11	Sars_cov_2	INDEL	Sars_cov_2	22	Coronaviridae
FPRT11	Human	MM	Sars_cov_2	0	Coronaviridae
FPRT11	Influenza	MM	Sars_cov_2	0	Coronaviridae
FPRT11	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT11	Rhinovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT11	Sars_cov_2	MM	Sars_cov_2	17883	Coronaviridae
FPRT12	Human	EQUAL	Coronaviridae	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Coronaviridae	0	Coronaviridae
FPRT12	Unrelated	EQUAL	Coronaviridae	55	Coronaviridae
FPRT12	Human	INDEL	Coronaviridae	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Coronaviridae	0	Coronaviridae
FPRT12	Unrelated	INDEL	Coronaviridae	0	Coronaviridae
FPRT12	Human	MM	Coronaviridae	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Coronaviridae	0	Coronaviridae
FPRT12	Rhinovirus	MM	Coronaviridae	0	Coronaviridae
FPRT12	Sars_cov_2	MM	Coronaviridae	12	Coronaviridae
FPRT12	Unrelated	MM	Coronaviridae	18	Coronaviridae
FPRT12	Human	EQUAL	Discarded	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Discarded	14	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Discarded	225	Coronaviridae
FPRT12	Unrelated	EQUAL	Discarded	546	Coronaviridae
FPRT12	Human	INDEL	Discarded	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Discarded	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT12	Unrelated	INDEL	Discarded	0	Coronaviridae
FPRT12	Human	MM	Discarded	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT12	Rhinovirus	MM	Discarded	2	Coronaviridae
FPRT12	Sars_cov_2	MM	Discarded	88	Coronaviridae
FPRT12	Unrelated	MM	Discarded	165	Coronaviridae
FPRT12	Human	EQUAL	Human	17512	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Human	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Human	1	Coronaviridae
FPRT12	Unrelated	EQUAL	Human	152102	Coronaviridae
FPRT12	Human	INDEL	Human	6	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Human	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT12	Unrelated	INDEL	Human	53	Coronaviridae
FPRT12	Human	MM	Human	4946	Coronaviridae
FPRT12	Metapneumovirus	MM	Human	2	Coronaviridae
FPRT12	Rhinovirus	MM	Human	0	Coronaviridae
FPRT12	Sars_cov_2	MM	Human	31	Coronaviridae
FPRT12	Unrelated	MM	Human	42937	Coronaviridae
FPRT12	Human	EQUAL	Influenza	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Influenza	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Influenza	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Influenza	0	Coronaviridae
FPRT12	Unrelated	EQUAL	Influenza	1	Coronaviridae
FPRT12	Human	INDEL	Influenza	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Influenza	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Influenza	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Influenza	0	Coronaviridae
FPRT12	Unrelated	INDEL	Influenza	0	Coronaviridae
FPRT12	Human	MM	Influenza	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Influenza	0	Coronaviridae
FPRT12	Rhinovirus	MM	Influenza	0	Coronaviridae
FPRT12	Sars_cov_2	MM	Influenza	0	Coronaviridae
FPRT12	Unrelated	MM	Influenza	0	Coronaviridae
FPRT12	Human	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Metapneumovirus	7067	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT12	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT12	Human	INDEL	Metapneumovirus	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Metapneumovirus	5	Coronaviridae
FPRT12	Rhinovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT12	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT12	Human	MM	Metapneumovirus	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Metapneumovirus	1999	Coronaviridae
FPRT12	Rhinovirus	MM	Metapneumovirus	0	Coronaviridae
FPRT12	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT12	Unrelated	MM	Metapneumovirus	1	Coronaviridae
FPRT12	Human	EQUAL	pDiscarded	7	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	pDiscarded	1	Coronaviridae
FPRT12	Rhinovirus	EQUAL	pDiscarded	1	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	pDiscarded	30	Coronaviridae
FPRT12	Unrelated	EQUAL	pDiscarded	883	Coronaviridae
FPRT12	Human	INDEL	pDiscarded	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT12	Unrelated	INDEL	pDiscarded	2	Coronaviridae
FPRT12	Human	MM	pDiscarded	1	Coronaviridae
FPRT12	Metapneumovirus	MM	pDiscarded	10	Coronaviridae
FPRT12	Rhinovirus	MM	pDiscarded	1	Coronaviridae
FPRT12	Sars_cov_2	MM	pDiscarded	165	Coronaviridae
FPRT12	Unrelated	MM	pDiscarded	243	Coronaviridae
FPRT12	Human	EQUAL	rc_discarded	1	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	rc_discarded	3	Coronaviridae
FPRT12	Rhinovirus	EQUAL	rc_discarded	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	rc_discarded	16	Coronaviridae
FPRT12	Unrelated	EQUAL	rc_discarded	438	Coronaviridae
FPRT12	Human	INDEL	rc_discarded	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	rc_discarded	1	Coronaviridae
FPRT12	Unrelated	INDEL	rc_discarded	0	Coronaviridae
FPRT12	Human	MM	rc_discarded	2	Coronaviridae
FPRT12	Metapneumovirus	MM	rc_discarded	8	Coronaviridae
FPRT12	Rhinovirus	MM	rc_discarded	0	Coronaviridae
FPRT12	Sars_cov_2	MM	rc_discarded	350	Coronaviridae
FPRT12	Unrelated	MM	rc_discarded	112	Coronaviridae
FPRT12	Human	EQUAL	Rhinovirus	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Rhinovirus	799	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT12	Unrelated	EQUAL	Rhinovirus	52	Coronaviridae
FPRT12	Human	INDEL	Rhinovirus	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT12	Unrelated	INDEL	Rhinovirus	0	Coronaviridae
FPRT12	Human	MM	Rhinovirus	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT12	Rhinovirus	MM	Rhinovirus	223	Coronaviridae
FPRT12	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT12	Unrelated	MM	Rhinovirus	16	Coronaviridae
FPRT12	Human	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT12	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT12	Rhinovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT12	Sars_cov_2	EQUAL	Sars_cov_2	209615	Coronaviridae
FPRT12	Unrelated	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT12	Human	INDEL	Sars_cov_2	0	Coronaviridae
FPRT12	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT12	Rhinovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT12	Sars_cov_2	INDEL	Sars_cov_2	46	Coronaviridae
FPRT12	Unrelated	INDEL	Sars_cov_2	0	Coronaviridae
FPRT12	Human	MM	Sars_cov_2	0	Coronaviridae
FPRT12	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT12	Rhinovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT12	Sars_cov_2	MM	Sars_cov_2	59186	Coronaviridae
FPRT12	Unrelated	MM	Sars_cov_2	0	Coronaviridae
FPRT13	Human	EQUAL	Coronaviridae	0	Coronaviridae
FPRT13	Influenza	EQUAL	Coronaviridae	0	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Coronaviridae	0	Coronaviridae
FPRT13	Unrelated	EQUAL	Coronaviridae	129	Coronaviridae
FPRT13	Human	INDEL	Coronaviridae	0	Coronaviridae
FPRT13	Influenza	INDEL	Coronaviridae	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Coronaviridae	0	Coronaviridae
FPRT13	Unrelated	INDEL	Coronaviridae	0	Coronaviridae
FPRT13	Human	MM	Coronaviridae	0	Coronaviridae
FPRT13	Influenza	MM	Coronaviridae	0	Coronaviridae
FPRT13	Metapneumovirus	MM	Coronaviridae	0	Coronaviridae
FPRT13	Sars_cov_2	MM	Coronaviridae	0	Coronaviridae
FPRT13	Unrelated	MM	Coronaviridae	46	Coronaviridae
FPRT13	Human	EQUAL	Discarded	0	Coronaviridae
FPRT13	Influenza	EQUAL	Discarded	392	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Discarded	8	Coronaviridae
FPRT13	Unrelated	EQUAL	Discarded	1121	Coronaviridae
FPRT13	Human	INDEL	Discarded	0	Coronaviridae
FPRT13	Influenza	INDEL	Discarded	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT13	Unrelated	INDEL	Discarded	0	Coronaviridae
FPRT13	Human	MM	Discarded	0	Coronaviridae
FPRT13	Influenza	MM	Discarded	106	Coronaviridae
FPRT13	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT13	Sars_cov_2	MM	Discarded	0	Coronaviridae
FPRT13	Unrelated	MM	Discarded	290	Coronaviridae
FPRT13	Human	EQUAL	Human	52420	Coronaviridae
FPRT13	Influenza	EQUAL	Human	5	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Human	0	Coronaviridae
FPRT13	Unrelated	EQUAL	Human	303416	Coronaviridae
FPRT13	Human	INDEL	Human	20	Coronaviridae
FPRT13	Influenza	INDEL	Human	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT13	Unrelated	INDEL	Human	94	Coronaviridae
FPRT13	Human	MM	Human	14932	Coronaviridae
FPRT13	Influenza	MM	Human	5	Coronaviridae
FPRT13	Metapneumovirus	MM	Human	1	Coronaviridae
FPRT13	Sars_cov_2	MM	Human	0	Coronaviridae
FPRT13	Unrelated	MM	Human	86493	Coronaviridae
FPRT13	Human	EQUAL	Influenza	0	Coronaviridae
FPRT13	Influenza	EQUAL	Influenza	25107	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Influenza	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Influenza	0	Coronaviridae
FPRT13	Unrelated	EQUAL	Influenza	2	Coronaviridae
FPRT13	Human	INDEL	Influenza	0	Coronaviridae
FPRT13	Influenza	INDEL	Influenza	10	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Influenza	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Influenza	0	Coronaviridae
FPRT13	Unrelated	INDEL	Influenza	0	Coronaviridae
FPRT13	Human	MM	Influenza	0	Coronaviridae
FPRT13	Influenza	MM	Influenza	7042	Coronaviridae
FPRT13	Metapneumovirus	MM	Influenza	0	Coronaviridae
FPRT13	Sars_cov_2	MM	Influenza	0	Coronaviridae
FPRT13	Unrelated	MM	Influenza	1	Coronaviridae
FPRT13	Human	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT13	Influenza	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Metapneumovirus	1604	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT13	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT13	Human	INDEL	Metapneumovirus	0	Coronaviridae
FPRT13	Influenza	INDEL	Metapneumovirus	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Metapneumovirus	1	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT13	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT13	Human	MM	Metapneumovirus	0	Coronaviridae
FPRT13	Influenza	MM	Metapneumovirus	0	Coronaviridae
FPRT13	Metapneumovirus	MM	Metapneumovirus	450	Coronaviridae
FPRT13	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT13	Unrelated	MM	Metapneumovirus	0	Coronaviridae
FPRT13	Human	EQUAL	pDiscarded	9	Coronaviridae
FPRT13	Influenza	EQUAL	pDiscarded	12	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	pDiscarded	2	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	pDiscarded	0	Coronaviridae
FPRT13	Unrelated	EQUAL	pDiscarded	1856	Coronaviridae
FPRT13	Human	INDEL	pDiscarded	0	Coronaviridae
FPRT13	Influenza	INDEL	pDiscarded	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT13	Unrelated	INDEL	pDiscarded	0	Coronaviridae
FPRT13	Human	MM	pDiscarded	3	Coronaviridae
FPRT13	Influenza	MM	pDiscarded	16	Coronaviridae
FPRT13	Metapneumovirus	MM	pDiscarded	5	Coronaviridae
FPRT13	Sars_cov_2	MM	pDiscarded	0	Coronaviridae
FPRT13	Unrelated	MM	pDiscarded	479	Coronaviridae
FPRT13	Human	EQUAL	rc_discarded	4	Coronaviridae
FPRT13	Influenza	EQUAL	rc_discarded	3	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	rc_discarded	1	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	rc_discarded	0	Coronaviridae
FPRT13	Unrelated	EQUAL	rc_discarded	901	Coronaviridae
FPRT13	Human	INDEL	rc_discarded	0	Coronaviridae
FPRT13	Influenza	INDEL	rc_discarded	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	rc_discarded	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	rc_discarded	0	Coronaviridae
FPRT13	Unrelated	INDEL	rc_discarded	0	Coronaviridae
FPRT13	Human	MM	rc_discarded	0	Coronaviridae
FPRT13	Influenza	MM	rc_discarded	11	Coronaviridae
FPRT13	Metapneumovirus	MM	rc_discarded	1	Coronaviridae
FPRT13	Sars_cov_2	MM	rc_discarded	1	Coronaviridae
FPRT13	Unrelated	MM	rc_discarded	233	Coronaviridae
FPRT13	Human	EQUAL	Rhinovirus	0	Coronaviridae
FPRT13	Influenza	EQUAL	Rhinovirus	0	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Rhinovirus	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Rhinovirus	0	Coronaviridae
FPRT13	Unrelated	EQUAL	Rhinovirus	127	Coronaviridae
FPRT13	Human	INDEL	Rhinovirus	0	Coronaviridae
FPRT13	Influenza	INDEL	Rhinovirus	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Rhinovirus	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Rhinovirus	0	Coronaviridae
FPRT13	Unrelated	INDEL	Rhinovirus	0	Coronaviridae
FPRT13	Human	MM	Rhinovirus	0	Coronaviridae
FPRT13	Influenza	MM	Rhinovirus	0	Coronaviridae
FPRT13	Metapneumovirus	MM	Rhinovirus	0	Coronaviridae
FPRT13	Sars_cov_2	MM	Rhinovirus	0	Coronaviridae
FPRT13	Unrelated	MM	Rhinovirus	36	Coronaviridae
FPRT13	Human	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT13	Influenza	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT13	Metapneumovirus	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT13	Sars_cov_2	EQUAL	Sars_cov_2	2026	Coronaviridae
FPRT13	Unrelated	EQUAL	Sars_cov_2	0	Coronaviridae
FPRT13	Human	INDEL	Sars_cov_2	0	Coronaviridae
FPRT13	Influenza	INDEL	Sars_cov_2	0	Coronaviridae
FPRT13	Metapneumovirus	INDEL	Sars_cov_2	0	Coronaviridae
FPRT13	Sars_cov_2	INDEL	Sars_cov_2	2	Coronaviridae
FPRT13	Unrelated	INDEL	Sars_cov_2	0	Coronaviridae
FPRT13	Human	MM	Sars_cov_2	0	Coronaviridae
FPRT13	Influenza	MM	Sars_cov_2	0	Coronaviridae
FPRT13	Metapneumovirus	MM	Sars_cov_2	0	Coronaviridae
FPRT13	Sars_cov_2	MM	Sars_cov_2	577	Coronaviridae
FPRT13	Unrelated	MM	Sars_cov_2	0	Coronaviridae
FPRT14	Human	EQUAL	Coronaviridae	0	Coronaviridae
FPRT14	Influenza	EQUAL	Coronaviridae	0	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT14	Rhinovirus	EQUAL	Coronaviridae	0	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	Coronaviridae	0	Coronaviridae
FPRT14	Unrelated	EQUAL	Coronaviridae	36	Coronaviridae
FPRT14	Human	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Influenza	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Metapneumovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Sars_cov_2	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Unrelated	INDEL	Coronaviridae	0	Coronaviridae
FPRT14	Human	MM	Coronaviridae	0	Coronaviridae
FPRT14	Influenza	MM	Coronaviridae	0	Coronaviridae
FPRT14	Metapneumovirus	MM	Coronaviridae	0	Coronaviridae
FPRT14	Rhinovirus	MM	Coronaviridae	0	Coronaviridae
FPRT14	Sars_cov_2	MM	Coronaviridae	0	Coronaviridae
FPRT14	Unrelated	MM	Coronaviridae	8	Coronaviridae
FPRT14	Human	EQUAL	Discarded	0	Coronaviridae
FPRT14	Influenza	EQUAL	Discarded	3634	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	Discarded	0	Coronaviridae
FPRT14	Rhinovirus	EQUAL	Discarded	193	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	Discarded	2	Coronaviridae
FPRT14	Unrelated	EQUAL	Discarded	396	Coronaviridae
FPRT14	Human	INDEL	Discarded	0	Coronaviridae
FPRT14	Influenza	INDEL	Discarded	0	Coronaviridae
FPRT14	Metapneumovirus	INDEL	Discarded	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	Discarded	1	Coronaviridae
FPRT14	Sars_cov_2	INDEL	Discarded	0	Coronaviridae
FPRT14	Unrelated	INDEL	Discarded	0	Coronaviridae
FPRT14	Human	MM	Discarded	0	Coronaviridae
FPRT14	Influenza	MM	Discarded	994	Coronaviridae
FPRT14	Metapneumovirus	MM	Discarded	0	Coronaviridae
FPRT14	Rhinovirus	MM	Discarded	57	Coronaviridae
FPRT14	Sars_cov_2	MM	Discarded	1	Coronaviridae
FPRT14	Unrelated	MM	Discarded	98	Coronaviridae
FPRT14	Human	EQUAL	Human	35049	Coronaviridae
FPRT14	Influenza	EQUAL	Human	25	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	Human	0	Coronaviridae
FPRT14	Rhinovirus	EQUAL	Human	0	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	Human	0	Coronaviridae
FPRT14	Unrelated	EQUAL	Human	101397	Coronaviridae
FPRT14	Human	INDEL	Human	12	Coronaviridae
FPRT14	Influenza	INDEL	Human	0	Coronaviridae
FPRT14	Metapneumovirus	INDEL	Human	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	Human	0	Coronaviridae
FPRT14	Sars_cov_2	INDEL	Human	0	Coronaviridae
FPRT14	Unrelated	INDEL	Human	27	Coronaviridae
FPRT14	Human	MM	Human	9850	Coronaviridae
FPRT14	Influenza	MM	Human	51	Coronaviridae
FPRT14	Metapneumovirus	MM	Human	0	Coronaviridae
FPRT14	Rhinovirus	MM	Human	3	Coronaviridae
FPRT14	Sars_cov_2	MM	Human	0	Coronaviridae
FPRT14	Unrelated	MM	Human	28652	Coronaviridae
FPRT14	Human	EQUAL	Influenza	0	Coronaviridae
FPRT14	Influenza	EQUAL	Influenza	227330	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	Influenza	0	Coronaviridae
FPRT14	Rhinovirus	EQUAL	Influenza	0	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	Influenza	0	Coronaviridae
FPRT14	Unrelated	EQUAL	Influenza	0	Coronaviridae
FPRT14	Human	INDEL	Influenza	0	Coronaviridae
FPRT14	Influenza	INDEL	Influenza	72	Coronaviridae
FPRT14	Metapneumovirus	INDEL	Influenza	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	Influenza	0	Coronaviridae
FPRT14	Sars_cov_2	INDEL	Influenza	0	Coronaviridae
FPRT14	Unrelated	INDEL	Influenza	0	Coronaviridae
FPRT14	Human	MM	Influenza	0	Coronaviridae
FPRT14	Influenza	MM	Influenza	65154	Coronaviridae
FPRT14	Metapneumovirus	MM	Influenza	0	Coronaviridae
FPRT14	Rhinovirus	MM	Influenza	0	Coronaviridae
FPRT14	Sars_cov_2	MM	Influenza	0	Coronaviridae
FPRT14	Unrelated	MM	Influenza	0	Coronaviridae
FPRT14	Human	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT14	Influenza	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	Metapneumovirus	205	Coronaviridae
FPRT14	Rhinovirus	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT14	Unrelated	EQUAL	Metapneumovirus	0	Coronaviridae
FPRT14	Human	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Influenza	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Metapneumovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Sars_cov_2	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Unrelated	INDEL	Metapneumovirus	0	Coronaviridae
FPRT14	Human	MM	Metapneumovirus	0	Coronaviridae
FPRT14	Influenza	MM	Metapneumovirus	0	Coronaviridae
FPRT14	Metapneumovirus	MM	Metapneumovirus	59	Coronaviridae
FPRT14	Rhinovirus	MM	Metapneumovirus	0	Coronaviridae
FPRT14	Sars_cov_2	MM	Metapneumovirus	0	Coronaviridae
FPRT14	Unrelated	MM	Metapneumovirus	0	Coronaviridae
FPRT14	Human	EQUAL	pDiscarded	7	Coronaviridae
FPRT14	Influenza	EQUAL	pDiscarded	108	Coronaviridae
FPRT14	Metapneumovirus	EQUAL	pDiscarded	0	Coronaviridae
FPRT14	Rhinovirus	EQUAL	pDiscarded	1	Coronaviridae
FPRT14	Sars_cov_2	EQUAL	pDiscarded	1	Coronaviridae
FPRT14	Unrelated	EQUAL	pDiscarded	548	Coronaviridae
FPRT14	Human	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Influenza	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Metapneumovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Rhinovirus	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Sars_cov_2	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Unrelated	INDEL	pDiscarded	0	Coronaviridae
FPRT14	Human	MM	pDiscarded	1	Coronaviridae
FPRT14	Influenza	MM	pDiscarded	131	Coronaviridae
FPRT14	Metapneumovirus	MM	pDiscarded	1	Coronaviridae
FPRT14	Rhinovirus	MM	pDiscarded	18	Coronaviridae
